Time[ms];"IL.FB([Axis1] Current feedback)[Arms]";"VL.CMD([Axis1] Velocity command)[mm/s]";"VL.FB([Axis1] Velocity feedback)[mm/s]";"PL.ERR([Axis1] Position error)[mm]";"PL.FB([Axis1] Position feedback)[mm]";"IL.BUSFF([Axis1] External feed-forward)[Arms]";;;;#ParentName;#Name;#Type;#Value
186,0625;-0,341;-0,796;0,02;-0,159;0,358;0;;;;;;;
186,875;-0,345;-0,786;-0,789;-0,157;0,358;0;;;;;;;
187,6875;-0,38;-0,802;0,029;-0,16;0,358;0;;;;;;;
188,5;-0,337;-0,788;-1,722;-0,157;0,356;0;;;;;;;
189,3125;-0,349;-0,79;-2,374;-0,158;0,356;0;;;;;;;
190,125;-0,383;-0,784;-1,776;-0,156;0,357;0;;;;;;;
190,9375;-0,334;-0,766;-1,545;-0,153;0,352;0;;;;;;;
191,75;-0,368;-0,778;-0,476;-0,155;0,354;0;;;;;;;
192,5625;-0,37;-0,762;-0,045;-0,152;0,356;0;;;;;;;
193,375;-0,329;-0,766;-1,938;-0,153;0,35;0;;;;;;;
194,1875;-0,379;-0,769;1,615;-0,153;0,355;0;;;;;;;
195;-0,363;-0,76;-1,61;-0,152;0,352;0;;;;;;;
195,8125;-0,333;-0,767;0,06;-0,153;0,35;0;;;;;;;
196,625;-0,379;-0,754;1,483;-0,151;0,353;0;;;;;;;
197,4375;-0,367;-0,752;-1,134;-0,15;0,35;0;;;;;;;
198,25;-0,329;-0,757;-1,397;-0,151;0,349;0;;;;;;;
199,0625;-0,377;-0,745;-1,507;-0,149;0,351;0;;;;;;;
199,875;-0,345;-0,758;-0,893;-0,151;0,348;0;;;;;;;
200,6875;-0,336;-0,743;-0,219;-0,148;0,348;0;;;;;;;
201,5;-0,379;-0,74;-2,16;-0,148;0,351;0;;;;;;;
202,3125;-0,355;-0,734;-2,815;-0,146;0,346;0;;;;;;;
203,125;-0,35;-0,73;-2,469;-0,146;0,346;0;;;;;;;
203,9375;-0,371;-0,724;-2,69;-0,145;0,344;0;;;;;;;
204,75;-0,31;-0,723;-2,435;-0,144;0,339;0;;;;;;;
205,5625;-0,351;-0,719;-0,043;-0,144;0,342;0;;;;;;;
206,375;-0,38;-0,723;0,61;-0,144;0,344;0;;;;;;;
207,1875;-0,334;-0,708;-0,135;-0,141;0,34;0;;;;;;;
208;-0,362;-0,688;-10,008;-0,137;0,337;0;;;;;;;
208,8125;-0,322;-0,636;-7,75;-0,127;0,329;0;;;;;;;
209,625;-0,265;-0,631;-0,913;-0,126;0,325;0;;;;;;;
210,4375;-0,33;-0,654;3,625;-0,131;0,33;0;;;;;;;
211,25;-0,351;-0,637;-1,954;-0,127;0,328;0;;;;;;;
212,0625;-0,303;-0,646;-1,965;-0,129;0,326;0;;;;;;;
212,875;-0,356;-0,639;2,871;-0,127;0,329;0;;;;;;;
213,6875;-0,337;-0,637;2,697;-0,127;0,329;0;;;;;;;
